;criterion;max_depth;min_samples_leaf;min_samples_split;splitter;loss;tid
0;0;10;2;4;0;-0.494195832420402;0
1;0;12;3;3;1;-0.4827471276297227;1
2;0;2;7;0;0;-0.3941660112780655;2
3;1;12;6;1;0;-0.48941251811447967;3
4;0;9;3;4;1;-0.4626311795841646;4
5;1;5;1;1;0;-0.46921826170185776;5
6;1;10;1;6;1;-0.4711401532187077;6
7;1;7;0;1;1;-0.4433371003763199;7
8;0;1;0;5;0;-0.37765622273218247;8
9;0;8;5;3;0;-0.48894153779920124;9
