;criterion;max_depth;min_samples_leaf;min_samples_split;splitter;loss;tid
0;0;12;4;3;1;-0.8235636053472165;0
1;1;5;3;3;0;-0.8483633100122058;1
2;0;5;6;7;1;-0.837008185930042;2
3;1;7;6;7;1;-0.842243294987985;3
4;0;11;2;1;0;-0.7933172670349716;4
5;1;8;5;2;1;-0.8417491410189705;5
6;0;0;4;0;0;-0.7718065299907503;6
7;1;12;5;5;0;-0.8014131365744998;7
8;1;3;4;2;1;-0.82346871052818;8
9;0;7;0;5;0;-0.843704418791203;9
10;1;12;4;4;0;-0.7977240896005533;10
11;0;8;4;2;0;-0.8394320858220785;11
