;gamma;learning_rate;max_depth;min_child_weight;reg_alpha;reg_lambda;subsample;loss;tid
0;12641.999597036152;0.008621524733547546;10;0.6353692979932277;7.408013679422788;7.342748403079064;0.60741637020992;-0.7758144769388231;0
1;3.3288319214682116;0.5672145260756901;8;6.248617043802913;9.710949782807425;7.043988796658034;0.864347786471362;-0.8489987177957641;1
2;85.83376186095042;0.003987267195227589;0;0.47720683092344524;0.18422177273870743;3.739271727233218;0.9174038906224465;-0.821861206825349;2
3;0.01222832377565347;0.023759006532130447;10;0.17400865772242696;2.440763549718108;7.8930399643591045;0.7946160765990802;-0.8518293969930557;3
4;11.15329592966496;0.1201932294957592;10;6.797845410927171;7.803998200883633;8.671881172963024;0.5089206548776917;-0.8513107349948632;4
5;7954.425591666209;0.042163111955016166;2;4.4017890663806805;6.572265355012741;3.167474070668538;0.8342502297527497;-0.7758144769388231;5
6;7474.552442153162;0.4842095949210707;2;1.6597805677226791;3.2982358340073095;3.5164959057681338;0.6376920446368446;-0.7758144769388231;6
7;0.0015889487373326244;0.004600947063833298;10;0.19059228636631456;7.704672856837358;3.7535460556567504;0.8562396539758972;-0.8482251219485099;7
8;1.1256572711243698;0.001588796669642491;9;0.2659326366300162;7.147242147365046;3.633800657975998;0.5612061048028008;-0.8469152855495785;8
9;0.014007763320492311;0.21949836815182336;11;1.0848568391128244;2.9452136626438588;5.70072148633442;0.7170146691080032;-0.8516711571668629;9
10;0.0110240640338477;0.022269960708269004;10;0.1776664685653492;4.814867876719098;4.472387582028619;0.5487487506790764;-0.8518909393186919;10
11;440.3958598407815;0.004258660588177718;1;0.550783458529533;8.659735350371747;1.6125107536891221;0.5332278649943067;-0.8223622837010908;11
12;4411.214246429009;0.018460523680861873;8;1.9287929000546213;5.764370566688587;7.273614571727003;0.6991824017463317;-0.7758144769388231;12
13;0.02750560045914962;0.19286730782417974;6;0.2734632241382122;8.975172889077866;7.001285778096603;0.6277978703668168;-0.8536139532569755;13
14;0.0864984804905147;0.0012519598941014099;7;2.7968739295128917;4.215344495329059;3.7283284211749463;0.7689075773068449;-0.8465372693677031;14
15;0.05542079192756758;0.24980900417954197;7;14.949617780477883;9.54636493144556;3.038352788626568;0.6752242820107357;-0.8531656321349962;15
16;3.078734176576543;0.9675897562912495;12;4.174368746972985;3.6497712802548996;1.3722418164733263;0.767112944639113;-0.8244984832933318;16
17;8.90979722099751;0.34755567493443273;6;14.445319130802732;2.2719256148412903;2.818263330796379;0.9634548469670218;-0.8523128964745421;17
18;0.03231832814519756;0.005992294700070493;9;4.9005900491254035;6.189848905938497;6.523375078999519;0.5728418563506255;-0.8472317582465884;18
19;0.00022832689562186516;0.0010725891173705981;1;3.4581521228262977;9.219071359417088;4.523352378420482;0.8796772217229767;-0.8289994291761598;19
20;6.509478315197781e-05;0.07827457535831214;4;17.491724787862484;9.773955755842847;9.149367786744651;0.6470900108868033;-0.85121403131175;20
21;0.2687890355710373;0.1713897515948544;3;11.558268916196445;8.614543654956067;5.8517367606044495;0.6815005683236403;-0.8523832238264131;21
22;0.19092084278851248;0.053786937053789105;6;0.9024676951418783;0.7099181386839497;2.1946839352734573;0.61340785318329;-0.8530073741475437;22
23;0.0017986909878044;0.7039234423587168;7;0.3142481172095426;8.566653259706515;5.202403803430185;0.6639040506966449;-0.8391001748987245;23
