;gamma;learning_rate;max_depth;min_child_weight;reg_alpha;reg_lambda;subsample;loss;tid
0;0.009738709044716524;0.019945904761235346;9;8.34126999366085;5.4156960847639555;9.066376566742274;0.5901495969432167;-0.7504143455822876;0
1;2.189827478221785;0.23023936744635887;1;1.5630463868471576;2.242321979700405;7.2180249528351235;0.6438026090577265;-0.7424164173665949;1
2;2203.51835217764;0.7354941804039011;1;0.16409288234610456;6.352189522725324;3.987263576757986;0.8264310462765211;-0.7264549958702151;2
3;10.835706820108882;0.004533440359851011;1;0.600951095023935;4.763335860269216;9.242362431507187;0.5980731368327774;-0.7579487725766005;3
4;0.41681386744490134;0.06822040969185929;3;3.5153085299049676;8.333954884418624;6.236400102513831;0.8504885694841962;-0.7462875011521934;4
5;1656.4584928120266;0.00138801798687505;7;14.821815160819;1.8638747242255316;5.798452028927899;0.9667385542561784;-0.6961226859432309;5
6;0.00013003154378062257;0.06839052764763158;6;0.8544503598444747;9.331926909100122;3.146041980313263;0.7901611378102682;-0.7463394785117763;6
7;456.9676317982673;0.0835172950984044;0;0.16366948703692627;7.012406485472682;9.518582859577371;0.7406102943089561;-0.7744619573292543;7
8;1028.2394324341342;0.911135244533918;7;0.7256599347489741;4.277041721563739;3.8977486629068356;0.8543351258413887;-0.7173192342156176;8
9;0.05498955125957171;0.8902444206963351;2;2.7868160188112947;5.610012026552522;2.1870121631114348;0.9447180065452425;-0.7116970936748369;9
10;12.799692807022245;0.5781382495129009;11;2.0056643464736807;6.675534929230178;5.176798961252945;0.6444233086437435;-0.7233412356072929;10
11;9.841598426649718;0.2249756637541244;0;7.812945549181074;1.8546010802581525;1.2678906804828325;0.6355066580494034;-0.7390730556169973;11
12;2.8661945375484925;0.007817486479203002;5;1.0552084423040684;5.5868109843404765;4.274849864703751;0.6792875951830386;-0.7507177013882886;12
13;0.08945434088630724;0.09732330475694806;1;16.91180771764137;1.8678004823973848;1.9612859963304128;0.9472097947872;-0.7420839753664306;13
14;0.07574057526691813;0.029981325161935742;7;2.8054886361829854;6.483914068230959;4.264115126826141;0.8864630335371373;-0.7505566670956355;14
15;4.9535691299692814;0.04683869283561022;9;0.6969093679892856;8.274797988675914;5.553198810640909;0.9483303452233738;-0.746858601812417;15
16;0.023442766341467042;0.11988545159833094;5;3.4268426841636073;6.380273004978395;1.7072718604021606;0.5559983410946533;-0.7463274404830418;16
17;11956.262431128382;0.003913932744045013;7;19.79062871737621;1.3026438160392206;3.4123484407169826;0.6996736919959221;-0.0;17
