,J,Location,pvalue05,pvaluebest,AUC,AccuracyTrain,AccuracyTest,RecallTest
2204,221,GoldCoast,1.0,2.7414924191512365e-06,2,0.6652319464371115,0.6351606805293005,0.582089552238806
2205,221,Williamtown,1.0,0.011834137562631962,2,0.6263368983957219,0.5229591836734694,0.6831683168316832
2206,221,NorfolkIsland,1.0,0.4727823998184406,2,0.4763705103969754,0.42293233082706766,0.7885714285714286
2207,221,CoffsHarbour,0.13137173444134698,0.0033232295239220516,2,0.5811843361986628,0.5050505050505051,0.7279411764705882
2208,221,NorahHead,1.0,0.0033032792145843487,2,0.6404549950544016,0.5662188099808061,0.5955882352941176
2209,221,SydneyAirport,0.6150863885850928,0.00012184505577787697,2,0.701304753028891,0.6040145985401459,0.5695364238410596
2210,222,Sydney,0.08837536064860199,0.012532987090500212,2,0.7075197341088492,0.6225490196078431,0.4230769230769231
2211,222,Brisbane,1.0,0.00014943926238990528,2,0.7061946902654868,0.6855123674911661,0.3897058823529412
2212,222,Wollongong,1.0,0.0005923479711490435,2,0.7479790775083215,0.6692015209125475,0.4015151515151515
2213,222,Newcastle,1.0,0.11508130624825132,2,0.6979670861568248,0.6023391812865497,0.41044776119402987
2214,222,GoldCoast,0.5731707900901017,0.004601983852801594,2,0.6657101865136298,0.6102661596958175,0.4925373134328358
2215,222,Williamtown,1.0,0.04328489717441269,2,0.6711974110032363,0.5623342175066313,0.5517241379310345
2216,222,NorfolkIsland,1.0,0.006330401187300719,2,0.5570690465007045,0.5212355212355212,0.7049180327868853
2217,222,CoffsHarbour,1.0,5.93043554631937e-05,2,0.6133397776703722,0.5557692307692308,0.7025316455696202
2218,222,NorahHead,1.0,0.006842105515195446,2,0.678939617083947,0.6003976143141153,0.4896551724137931
2219,222,SydneyAirport,0.023560225945243176,8.177649686518657e-08,2,0.7141522652965904,0.6539855072463768,0.5763888888888888
2220,223,Sydney,1.0,2.244277941610344e-09,2,0.612448132780083,0.587171052631579,0.75
2221,223,Brisbane,1.0,0.0003376471910425222,2,0.6583629893238434,0.6152512998266898,0.5413533834586466
2222,223,Wollongong,0.46998018361103744,0.0036668285805615737,2,0.6302083333333334,0.5503875968992248,0.6355140186915887
2223,223,Newcastle,1.0,0.47167919289408067,2,0.5982783357245337,0.4887063655030801,0.5909090909090909
2224,223,GoldCoast,1.0,0.0024457997050334785,2,0.6452848252752513,0.573055028462998,0.5845070422535211
2225,223,Williamtown,0.03637865356025044,0.0005050088291852794,2,0.5695153061224489,0.513317191283293,0.7815126050420168
2226,223,NorfolkIsland,1.0,0.11723481784501966,2,0.4887323943661972,0.4108527131782946,0.8764705882352941
2227,223,CoffsHarbour,0.48861369658534326,0.032014617358627075,2,0.5532629558541267,0.502970297029703,0.6855345911949685
2228,223,NorahHead,0.5887045444253163,0.000110737413975868,2,0.5670307845084409,0.5247148288973384,0.7463768115942029
2229,223,SydneyAirport,0.01734426796320188,0.0038042239801262204,2,0.613339552238806,0.4908759124087591,0.7313432835820896
2230,224,Sydney,1.0,1.788062121189071e-08,2,0.6344799005387485,0.6142384105960265,0.673202614379085
2231,224,Brisbane,1.0,0.018757508674287483,2,0.6767586821015138,0.6217616580310881,0.45454545454545453
2232,224,Wollongong,1.0,2.2100371970243352e-07,2,0.6685660018993352,0.6480769230769231,0.6173913043478261
2233,224,Newcastle,1.0,0.3443872898169271,2,0.6248203162434116,0.4989816700610998,0.5818181818181818
2234,224,GoldCoast,1.0,0.0003740179925430686,2,0.6535731187884525,0.5841584158415841,0.6186440677966102
2235,224,Williamtown,1.0,0.041131438815738275,2,0.6046221111805122,0.4954128440366973,0.6916666666666667
2236,224,NorfolkIsland,1.0,0.850060638111761,2,0.4692526017029328,0.3634651600753296,0.8441558441558441
2237,224,CoffsHarbour,1.0,0.07206002022627533,2,0.5825665859564164,0.48091603053435117,0.6875
2238,224,NorahHead,1.0,0.00045954576805946635,2,0.6303270564915758,0.5515267175572519,0.6688741721854304
2239,224,SydneyAirport,1.0,1.6468549025410887e-05,2,0.6582220175034547,0.5961538461538461,0.6475409836065574
2240,225,Sydney,1.0,6.850829034655061e-05,2,0.6452014956377233,0.5927750410509032,0.6071428571428571
2241,225,Brisbane,1.0,0.006523627606870175,2,0.688780053428317,0.6412478336221837,0.44537815126050423
2242,225,Wollongong,1.0,0.11228482405381228,2,0.7116477272727273,0.6070038910505836,0.423728813559322
2243,225,Newcastle,1.0,0.03599976853395124,2,0.6608101512933138,0.5939278937381404,0.46153846153846156
2244,225,GoldCoast,0.3491358485622873,1.4941247874252556e-05,2,0.6711409395973155,0.6351606805293005,0.5467625899280576
2245,225,Williamtown,0.695721436844124,0.0005024147000266938,2,0.671994884910486,0.5927710843373494,0.5984848484848485
2246,225,NorfolkIsland,1.0,0.360959074117031,2,0.47329307942405946,0.40853658536585363,0.8280254777070064
2247,225,CoffsHarbour,0.14487693823882727,0.1715997429860833,2,0.5792452830188679,0.5074626865671642,0.6086956521739131
2248,225,NorahHead,0.6098366231424805,1.1473358682204738e-05,2,0.6365889935547844,0.5916030534351145,0.6503496503496503
2249,225,SydneyAirport,0.9860143992985885,0.00460709973220202,2,0.6613358419567262,0.5602836879432624,0.5942028985507246
2250,226,Sydney,0.9957257190425663,1.0967347708430924e-05,2,0.6258843112775697,0.5784313725490197,0.6578947368421053
2251,226,Brisbane,1.0,0.0006843599679983797,2,0.6942222222222222,0.6608391608391608,0.42857142857142855
2252,226,Wollongong,1.0,0.005847196609912851,2,0.7039317858834675,0.5844660194174758,0.5537190082644629
2253,226,Newcastle,1.0,0.3146000174443227,2,0.5993282149712092,0.5387755102040817,0.5037037037037037
2254,226,GoldCoast,1.0,0.0019303377287881252,2,0.62751677852349,0.5641509433962264,0.6119402985074627
2255,226,Williamtown,1.0,0.02633708132885147,2,0.6150793650793651,0.5443349753694581,0.6097560975609756
2256,226,NorfolkIsland,1.0,0.010302733753896393,2,0.46526806526806525,0.444,0.8666666666666667
2257,226,CoffsHarbour,1.0,0.35087376278419935,2,0.5368421052631579,0.42771084337349397,0.7410071942446043
2258,226,NorahHead,0.5991746016550428,9.206255866253025e-05,2,0.5846994535519126,0.5351043643263758,0.7304964539007093
2259,226,SydneyAirport,1.0,0.0012873716039422413,2,0.6599437148217636,0.5565529622980251,0.6283783783783784
2260,227,Sydney,0.10471408619599157,5.277977096767456e-07,2,0.7225,0.6758957654723127,0.4774193548387097
2261,227,Brisbane,1.0,3.2906379746928225e-05,2,0.7195555555555555,0.7180385288966725,0.37815126050420167
2262,227,Wollongong,0.9078809193296811,0.0033593678219258037,2,0.7522501184272856,0.682261208576998,0.3783783783783784
2263,227,Newcastle,1.0,0.18513253226501786,2,0.7176640926640927,0.6087824351297405,0.3828125
2264,227,GoldCoast,0.37865341606192404,0.00016105602545928054,2,0.7026641294005709,0.6477495107632094,0.4642857142857143
2265,227,Williamtown,1.0,0.292631169252226,2,0.7235333782872556,0.5869017632241813,0.40540540540540543
2266,227,NorfolkIsland,1.0,0.18767541601303528,2,0.5593380614657211,0.46880907372400754,0.7041420118343196
2267,227,CoffsHarbour,0.982499280172444,0.1364680622366752,2,0.6020066889632107,0.5242914979757085,0.5753424657534246
2268,227,NorahHead,1.0,0.08915464368373711,2,0.7164846077457795,0.6247619047619047,0.34459459459459457
2269,227,SydneyAirport,1.0,0.0008263967205519353,2,0.7250698974836906,0.6494464944649446,0.43795620437956206
2270,228,Sydney,1.0,0.005771298448315268,2,0.6777824093372239,0.5993485342019544,0.5
2271,228,Brisbane,1.0,0.0003547205620857009,2,0.7296576256113828,0.6777583187390543,0.4076923076923077
2272,228,Wollongong,0.49789822346726276,0.0026649829061510142,2,0.7385931558935361,0.6628131021194605,0.42105263157894735
2273,228,Newcastle,1.0,0.19388392271734972,2,0.6695694242864054,0.5881188118811881,0.4369747899159664
2274,228,GoldCoast,0.5784131541502707,0.003404808125588497,2,0.6830314585319351,0.6335282651072125,0.44696969696969696
2275,228,Williamtown,1.0,0.08168275212202589,2,0.6666666666666666,0.5626666666666666,0.5213675213675214
2276,228,NorfolkIsland,1.0,0.17345892575520472,2,0.5386055217594758,0.45454545454545453,0.7469135802469136
2277,228,CoffsHarbour,1.0,9.70657573081201e-06,2,0.5924329501915708,0.5562248995983936,0.7435897435897436
2278,228,NorahHead,1.0,0.12380725798766193,2,0.665679012345679,0.571150097465887,0.4657534246575342
2279,228,SydneyAirport,0.368902282950051,5.299181392039257e-08,2,0.7264957264957265,0.6712564543889845,0.5159235668789809
2280,229,Sydney,0.5659268601511382,0.0002367383512314156,2,0.5606502709462275,0.5122349102773246,0.7337662337662337
2281,229,Brisbane,1.0,0.00011755921680485738,2,0.6700755891507336,0.6087719298245614,0.5769230769230769
2282,229,Wollongong,0.5201503695687228,0.027801546375012146,2,0.6421102661596958,0.5173745173745173,0.6386554621848739
2283,229,Newcastle,0.7380994550381639,0.5984342404306011,2,0.49832295160517487,0.40082644628099173,0.743801652892562
2284,229,GoldCoast,1.0,0.001702998237137085,2,0.6046622264509991,0.5363457760314342,0.675
2285,229,Williamtown,0.1265891987965412,0.001955371833009158,2,0.5327164573694646,0.4601542416452442,0.8545454545454545
2286,229,NorfolkIsland,1.0,0.24635176079667248,2,0.39792550683639794,0.3448275862068966,0.9342105263157895
2287,229,CoffsHarbour,1.0,0.01692388722649475,2,0.4888673765730881,0.416988416988417,0.8561643835616438
2288,229,NorahHead,0.6077780228146583,0.025424374912878422,2,0.5430562468889994,0.4505703422053232,0.7762237762237763
2289,229,SydneyAirport,1.0,0.00622479117351489,2,0.6057062675397568,0.5127737226277372,0.6830985915492958
2290,230,Sydney,0.11238831476069824,1.5957463656017982e-06,2,0.7517700957934194,0.6885245901639344,0.4177215189873418
2291,230,Brisbane,0.2574208850526823,0.01976243938516679,2,0.7666963490650045,0.6910994764397905,0.2923076923076923
2292,230,Wollongong,1.0,0.018639632744493633,2,0.7855787476280834,0.7120622568093385,0.24166666666666667
2293,230,Newcastle,0.5373567485841675,0.24352671865688685,2,0.7329490874159462,0.6454918032786885,0.3103448275862069
2294,230,GoldCoast,1.0,0.04170040390945143,2,0.710172744721689,0.6736641221374046,0.3114754098360656
2295,230,Williamtown,1.0,0.0022005005152257373,2,0.7084415584415584,0.6133651551312649,0.5267857142857143
2296,230,NorfolkIsland,0.7064821559364471,0.047459835115692156,2,0.5706293706293706,0.5010060362173038,0.6832298136645962
2297,230,CoffsHarbour,1.0,0.0029581760548775503,2,0.6484040019056694,0.5817805383022774,0.5555555555555556
2298,230,NorahHead,1.0,0.0006066196202033228,2,0.7128564282141071,0.6560747663551402,0.4154929577464789
2299,230,SydneyAirport,0.5852389342169674,0.01839554332347197,2,0.7628477133427628,0.6453900709219859,0.36054421768707484
2300,231,Sydney,0.08431144210516386,0.018286724168286108,2,0.6548561900791997,0.5761047463175123,0.5244755244755245
2301,231,Brisbane,1.0,5.836116735541742e-05,2,0.7262222222222222,0.7054673721340388,0.3779527559055118
2302,231,Wollongong,1.0,0.0008314813643502635,2,0.7382198952879581,0.6730769230769231,0.4152542372881356
2303,231,Newcastle,1.0,0.6969154378816358,2,0.6417550626808101,0.5364372469635628,0.46956521739130436
2304,231,GoldCoast,0.3423815286566285,0.0014076829178166065,2,0.6895893027698186,0.625242718446602,0.48507462686567165
2305,231,Williamtown,1.0,0.024330104127305727,2,0.6045918367346939,0.5144927536231884,0.6727272727272727
2306,231,NorfolkIsland,0.6841794033494794,0.7815900708583257,2,0.4793427230046948,0.4176470588235294,0.7484276729559748
2307,231,CoffsHarbour,0.1556438142222874,0.0156657624384935,2,0.5825710158883004,0.5277777777777778,0.6418918918918919
2308,231,NorahHead,0.5741688795689082,0.0007247514593031673,2,0.6427503736920778,0.5676190476190476,0.6268656716417911
2309,231,SydneyAirport,1.0,0.006345549435230059,2,0.7213114754098361,0.5974499089253188,0.4935064935064935
2310,232,Sydney,0.9508653554228607,0.016383442762644678,2,0.6277128547579299,0.5350734094616639,0.6056338028169014
2311,232,Brisbane,1.0,0.000766880436278167,2,0.7001779359430605,0.6637323943661971,0.46296296296296297
2312,232,Wollongong,1.0,5.172226993518053e-06,2,0.7067421027817068,0.6526104417670683,0.5614035087719298
2313,232,Newcastle,1.0,0.3469444486451907,2,0.6004854368932039,0.502970297029703,0.5737704918032787
2314,232,GoldCoast,0.571793457607428,1.2788463512797625e-06,2,0.6291234684260132,0.6045081967213115,0.6774193548387096
2315,232,Williamtown,0.5918268979637271,0.00867572929819226,2,0.5955271565495208,0.5279187817258884,0.6826923076923077
2316,232,NorfolkIsland,1.0,1.0,2,0.4580188679245283,0.38269230769230766,0.7898089171974523
2317,232,CoffsHarbour,1.0,0.009976594085609025,2,0.5604503181595692,0.4925373134328358,0.7261146496815286
2318,232,NorahHead,1.0,0.00046680139501837557,2,0.6007031642390759,0.5009242144177449,0.7557251908396947
2319,232,SydneyAirport,1.0,0.00018410043917010165,2,0.6500233317778815,0.5648148148148148,0.6567164179104478
2320,233,Sydney,0.640824770432733,1.1385179139247879e-07,2,0.7039665970772443,0.6231647634584013,0.6101694915254238
2321,233,Brisbane,1.0,3.822481154274588e-07,2,0.7245215843346684,0.704225352112676,0.464
2322,233,Wollongong,0.08394321029787831,0.003293788713975241,2,0.7303317535545024,0.6286836935166994,0.4789915966386555
2323,233,Newcastle,0.562296635674153,0.9764917926450892,2,0.67007299270073,0.5324165029469549,0.4251968503937008
2324,233,GoldCoast,1.0,0.003348197396991581,2,0.6590257879656161,0.570873786407767,0.5905511811023622
2325,233,Williamtown,0.6326461102582229,0.006434143283871387,2,0.6721527320605661,0.5848563968668408,0.5688073394495413
2326,233,NorfolkIsland,0.18175445318652966,0.48262829367467885,2,0.4895238095238095,0.4074074074074074,0.8047337278106509
2327,233,CoffsHarbour,0.17081499578378795,0.04214081823997432,2,0.5847498785818358,0.4980769230769231,0.6832298136645962
2328,233,NorahHead,1.0,0.006458583713931694,2,0.6324324324324324,0.5653923541247485,0.5804195804195804
2329,233,SydneyAirport,0.2967931279622823,0.001362494325656804,2,0.6817334575955266,0.582089552238806,0.5846153846153846
2330,234,Sydney,0.07083068874461015,0.00023611758014103638,2,0.7126148705096074,0.6215334420880914,0.50625
2331,234,Brisbane,1.0,0.0008661199356675523,2,0.7347845402043536,0.6802841918294849,0.373134328358209
2332,234,Wollongong,0.5110283671587982,0.001929978906381597,2,0.7414868105515587,0.6447368421052632,0.4583333333333333
2333,234,Newcastle,0.5283945715724238,1.0,2,0.6836487142163998,0.5588822355289421,0.39316239316239315
2334,234,GoldCoast,0.603564259871046,0.024367391583826222,2,0.6997126436781609,0.605009633911368,0.45
2335,234,Williamtown,0.5724291119965936,0.020285051075277356,2,0.6792963464140731,0.6030534351145038,0.5
2336,234,NorfolkIsland,0.7036776805756657,0.033545722389989506,2,0.5054219707685054,0.46525096525096526,0.7784431137724551
2337,234,CoffsHarbour,1.0,0.0005897525715979886,2,0.6221795487277965,0.5656565656565656,0.6387096774193548
2338,234,NorahHead,0.008604076560800047,0.0001249147399491094,2,0.6737413622902271,0.6047430830039525,0.5763888888888888
2339,234,SydneyAirport,0.4509603457863367,2.786026669857807e-07,2,0.6708742402992053,0.6365313653136532,0.6302521008403361
2340,235,Sydney,0.01268332896278931,0.0017042588232784905,2,0.6945256999582115,0.601957585644372,0.528169014084507
2341,235,Brisbane,1.0,0.007375488372254842,2,0.7338386090057958,0.6894736842105263,0.33884297520661155
2342,235,Wollongong,0.01713419256277279,0.00012977980108897863,2,0.7533081285444234,0.678,0.4262295081967213
2343,235,Newcastle,0.5550206786254723,0.04023142887346599,2,0.7266536964980544,0.6388888888888888,0.3790322580645161
2344,235,GoldCoast,1.0,0.0003056276616381344,2,0.6894409937888198,0.6257309941520468,0.5
2345,235,Williamtown,0.6341098474953072,0.40610648523372195,2,0.7121621621621622,0.5809768637532133,0.3963963963963964
2346,235,NorfolkIsland,1.0,0.14074148129429256,2,0.5390810042633822,0.47438330170777987,0.7005988023952096
2347,235,CoffsHarbour,1.0,0.00641350563641192,2,0.6104959075589793,0.5269461077844312,0.6640625
2348,235,NorahHead,0.1615332673846673,0.017737398340291848,2,0.6770988574267263,0.5903846153846154,0.4774193548387097
2349,235,SydneyAirport,1.0,6.4165190760076195e-06,2,0.7332709405708938,0.6721915285451197,0.4520547945205479
2350,236,Sydney,1.0,0.007715445844724508,2,0.6702928870292887,0.5772357723577236,0.5304878048780488
2351,236,Brisbane,1.0,0.0060081565416077,2,0.716131907308378,0.6514084507042254,0.39705882352941174
2352,236,Wollongong,1.0,0.00010203284454340803,2,0.7273593898951383,0.6499032882011605,0.5084745762711864
2353,236,Newcastle,1.0,0.04522618042781481,2,0.6425097276264592,0.5606361829025845,0.5384615384615384
2354,236,GoldCoast,0.5429256628756519,0.0011066515899080234,2,0.6372881355932203,0.5841035120147874,0.5846153846153846
2355,236,Williamtown,1.0,0.5599234404365299,2,0.612624584717608,0.5012594458438288,0.5630252100840336
2356,236,NorfolkIsland,1.0,0.002912297899221543,2,0.4652908067542214,0.44861660079051385,0.8703703703703703
2357,236,CoffsHarbour,1.0,0.013559270746496755,2,0.5900144023043687,0.503030303030303,0.7034482758620689
2358,236,NorahHead,1.0,0.0003684214733061523,2,0.6294466403162056,0.5764705882352941,0.618421052631579
2359,236,SydneyAirport,0.1106053629968281,0.0005072711158669224,2,0.6722610722610722,0.5898876404494382,0.5793103448275863
2360,237,Sydney,1.0,0.0005228587126747406,2,0.7182274247491639,0.6470588235294118,0.42073170731707316
2361,237,Brisbane,1.0,0.0017986144280915323,2,0.7200178332590281,0.6848591549295775,0.37398373983739835
2362,237,Wollongong,0.003417135620213441,0.044939238852891895,2,0.7618821292775665,0.649706457925636,0.3492063492063492
2363,237,Newcastle,1.0,0.013495256895097035,2,0.6832116788321168,0.6274900398406374,0.45535714285714285
2364,237,GoldCoast,0.5786444211677313,0.004228842767350794,2,0.6734985700667302,0.6059405940594059,0.5076923076923077
2365,237,Williamtown,0.5672132646161926,0.04619768029070566,2,0.6339573918657199,0.5474452554744526,0.5833333333333334
2366,237,NorfolkIsland,0.7251958878578204,0.14354311833185374,2,0.5334590009425071,0.4524271844660194,0.7368421052631579
2367,237,CoffsHarbour,1.0,0.0010609186629468618,2,0.5958474167069049,0.5433070866141733,0.6772151898734177
2368,237,NorahHead,0.3694366779970153,0.03342071961039347,2,0.6572139303482587,0.540952380952381,0.5845070422535211
2369,237,SydneyAirport,0.571987600985163,2.4154997949282764e-06,2,0.7087424029920524,0.660482374768089,0.5182481751824818
2370,238,Sydney,1.0,0.001160306609254617,2,0.6461988304093568,0.5747126436781609,0.5764705882352941
2371,238,Brisbane,1.0,0.004930750568100687,2,0.6914846188140883,0.6355633802816901,0.44029850746268656
2372,238,Wollongong,1.0,9.170352755608292e-06,2,0.7161904761904762,0.6575875486381323,0.5114503816793893
2373,238,Newcastle,1.0,0.021550132993213695,2,0.6173371647509579,0.532051282051282,0.6283185840707964
2374,238,GoldCoast,1.0,0.03159194749832161,2,0.6166666666666667,0.5089108910891089,0.6521739130434783
2375,238,Williamtown,0.1552598003613991,0.01450118063852515,2,0.5767326732673267,0.4889975550122249,0.7560975609756098
2376,238,NorfolkIsland,0.7030294902405474,0.9110626502408942,2,0.4833650190114068,0.4048964218455744,0.783625730994152
2377,238,CoffsHarbour,0.14388960456101688,0.0075795127185434305,2,0.5611998064828253,0.48532289628180036,0.7533333333333333
2378,238,NorahHead,0.007403512744859325,0.00024692380105633197,2,0.5720743345052738,0.5514705882352942,0.6754966887417219
2379,238,SydneyAirport,1.0,0.002490591747396868,2,0.637687969924812,0.5500910746812386,0.6304347826086957
2380,239,Sydney,0.6099913151537315,1.9739410104562294e-07,2,0.7230125523012553,0.6764705882352942,0.4782608695652174
2381,239,Brisbane,1.0,2.406812850248454e-05,2,0.7231111111111111,0.7030411449016101,0.4260869565217391
2382,239,Wollongong,0.017757462987644267,0.00015600568899594536,2,0.7682341650671785,0.6880907372400756,0.38461538461538464
2383,239,Newcastle,1.0,0.011937786075511133,2,0.702729044834308,0.6520874751491054,0.37209302325581395
2384,239,GoldCoast,0.0946535570096713,0.004533534041384688,2,0.6732487070992007,0.6197478991596639,0.49137931034482757
2385,239,Williamtown,1.0,5.190335613797889e-05,2,0.6952566601689408,0.6324582338902148,0.5177304964539007
2386,239,NorfolkIsland,1.0,0.9245763110345816,2,0.5196962505932605,0.4250474383301708,0.6848484848484848
2387,239,CoffsHarbour,0.6850797216399216,0.00270904098756576,2,0.6172779922779923,0.5592885375494071,0.6139240506329114
2388,239,NorahHead,0.10655795427364967,2.361291671973663e-06,2,0.6811594202898551,0.6305970149253731,0.5833333333333334
2389,239,SydneyAirport,0.004079785976256893,0.0001597315289880049,2,0.7237209302325581,0.6349809885931559,0.5153846153846153
2390,240,Sydney,0.057820115954510934,0.00022631289936616902,2,0.6850921273031826,0.6150081566068516,0.5182926829268293
2391,240,Brisbane,1.0,0.00011933625492699273,2,0.7200892857142858,0.6848591549295775,0.391304347826087
2392,240,Wollongong,0.1062923970480106,0.0005355394251903959,2,0.7353641123274631,0.646484375,0.46153846153846156
2393,240,Newcastle,0.09257590113283247,0.004011913433657642,2,0.6689254598257502,0.6004098360655737,0.5338983050847458
2394,240,GoldCoast,1.0,0.06267949944524161,2,0.6687262357414449,0.5818181818181818,0.4878048780487805
2395,240,Williamtown,0.3675135662082767,0.0007717252566238823,2,0.6205507051712559,0.5742092457420924,0.6434782608695652
2396,240,NorfolkIsland,1.0,0.7303621619570819,2,0.46378896882494003,0.3795620437956204,0.8292682926829268
2397,240,CoffsHarbour,1.0,0.0005145236451989362,2,0.5906711089957163,0.5504201680672269,0.6834532374100719
2398,240,NorahHead,0.11163489527786165,0.0038036833736969622,2,0.613032581453634,0.55637707948244,0.6050955414012739
2399,240,SydneyAirport,0.01520783767746371,0.0004366473428495746,2,0.6814159292035398,0.5852272727272727,0.5985401459854015
2400,241,Sydney,0.5917619575735044,0.0010030061116451134,2,0.6592623637887678,0.5814332247557004,0.5679012345679012
2401,241,Brisbane,1.0,0.0034792333131044807,2,0.6973214285714285,0.6243386243386243,0.47368421052631576
2402,241,Wollongong,0.21200323239864313,0.025422590785769236,2,0.691764705882353,0.5958762886597938,0.5098039215686274
2403,241,Newcastle,0.9533496418601481,0.24024274983422966,2,0.6283750613647521,0.501937984496124,0.5916666666666667
2404,241,GoldCoast,1.0,4.390896065583038e-05,2,0.6264367816091954,0.5557729941291585,0.7076923076923077
2405,241,Williamtown,0.1689771188002705,4.0192694045510775e-07,2,0.6257627118644068,0.6204188481675392,0.7033898305084746
2406,241,NorfolkIsland,0.8669122054680942,0.8205168316201652,2,0.4354066985645933,0.38191881918819187,0.8242424242424242
2407,241,CoffsHarbour,1.0,0.5796478998889877,2,0.5567410281280311,0.4396887159533074,0.7088607594936709
2408,241,NorahHead,0.35703576096211653,6.964304322946e-07,2,0.5639621702339472,0.5468451242829828,0.7841726618705036
2409,241,SydneyAirport,0.13399858864917336,6.8797406704129225e-06,2,0.6722222222222223,0.5778210116731517,0.6946564885496184
2410,242,Sydney,1.0,1.3268331069336597e-09,2,0.6814752724224644,0.6590538336052202,0.6066666666666667
2411,242,Brisbane,1.0,0.001488390396888674,2,0.71396697902722,0.6867256637168142,0.3879310344827586
2412,242,Wollongong,1.0,0.005875800617012616,2,0.7451260104612458,0.6449704142011834,0.4076923076923077
2413,242,Newcastle,0.9894992669635727,0.2555315608572067,2,0.7085769980506823,0.606,0.3821138211382114
2414,242,GoldCoast,1.0,0.005883080690935438,2,0.6744407425035698,0.6192384769539078,0.45323741007194246
2415,242,Williamtown,1.0,0.04160090698589236,2,0.661952861952862,0.5618279569892473,0.5596330275229358
2416,242,NorfolkIsland,1.0,0.017434156586840093,2,0.5370018975332068,0.491395793499044,0.7383720930232558
2417,242,CoffsHarbour,0.1390502447132352,0.002924805779367546,2,0.6200980392156863,0.5476635514018692,0.6333333333333333
2418,242,NorahHead,1.0,0.0061304446036561915,2,0.6339285714285714,0.5592233009708738,0.593103448275862
2419,242,SydneyAirport,0.0009511412829077957,2.8170189875133e-05,2,0.6875878220140516,0.620817843866171,0.5746268656716418
2420,243,Sydney,0.016070841821017496,0.0005304275700349934,2,0.5900125891733109,0.5170731707317073,0.7094594594594594
2421,243,Brisbane,0.08011237150914541,0.00037972543733809155,2,0.6684515841142347,0.631858407079646,0.5076923076923077
2422,243,Wollongong,0.012264684757670858,0.0012822470087075963,2,0.6907265774378585,0.6092843326885881,0.5423728813559322
2423,243,Newcastle,0.08219619721334478,0.004250467490660417,2,0.6028334147532975,0.5059523809523809,0.7094017094017094
2424,243,GoldCoast,1.0,0.004187314778740734,2,0.5853658536585366,0.5374015748031497,0.6528925619834711
2425,243,Williamtown,0.49480456997379785,0.018467705811669545,2,0.5536912751677853,0.49746192893401014,0.744
2426,243,NorfolkIsland,0.48183638317871735,0.6007701601245923,2,0.41438032166508987,0.37209302325581395,0.9047619047619048
2427,243,CoffsHarbour,0.18445123598373037,1.720122420604703e-05,2,0.5462469733656174,0.5324165029469549,0.7916666666666666
2428,243,NorahHead,0.026018866259953848,0.0003826008752905721,2,0.537468982630273,0.5096899224806202,0.7571428571428571
2429,243,SydneyAirport,0.005319223961700893,2.6254705276432236e-05,2,0.6321678321678321,0.5635673624288425,0.6962962962962963
2430,244,Sydney,0.49674240867001007,3.027910744781381e-07,2,0.679664570230608,0.6258169934640523,0.6197183098591549
2431,244,Brisbane,0.09099885393354325,0.0005576600149824597,2,0.75592311130979,0.6872791519434629,0.3602941176470588
2432,244,Wollongong,0.19805030928886957,8.648473022449858e-06,2,0.7385125532922785,0.6941649899396378,0.424
2433,244,Newcastle,1.0,0.055618494733462656,2,0.6608527131782945,0.5626283367556468,0.5267175572519084
2434,244,GoldCoast,0.9897471625989707,0.0499503991788833,2,0.6618705035971223,0.6015625,0.4523809523809524
2435,244,Williamtown,0.6235461599987099,0.0029088172307742957,2,0.6092931937172775,0.5550239234449761,0.6495726495726496
2436,244,NorfolkIsland,0.9129990469641138,0.1834962482663937,2,0.4750830564784053,0.3946360153256705,0.8506493506493507
2437,244,CoffsHarbour,0.07264178477306306,0.00029767066077063974,2,0.6309639727361246,0.5664739884393064,0.6449704142011834
2438,244,NorahHead,0.005694056968473958,1.6411564711679138e-05,2,0.6653386454183267,0.60727969348659,0.6115107913669064
2439,244,SydneyAirport,0.012109997904852225,3.566161289932617e-05,2,0.6881118881118881,0.6159695817490495,0.5950413223140496
2440,245,Sydney,0.02379009781848069,7.723050998978463e-06,2,0.7141057934508817,0.6400651465798045,0.5220125786163522
2441,245,Brisbane,1.0,0.001597166644678128,2,0.7549194991055456,0.6878306878306878,0.3458646616541353
2442,245,Wollongong,0.058833029179640596,1.1673137002569513e-05,2,0.7705771050141911,0.7018255578093306,0.4224137931034483
2443,245,Newcastle,0.024471675603443384,0.0032353444853688777,2,0.676728334956183,0.6141414141414141,0.49612403100775193
2444,245,GoldCoast,0.028771793099291145,0.000265187489788166,2,0.6738816738816739,0.6286266924564797,0.5035460992907801
2445,245,Williamtown,1.0,0.02110277744977283,2,0.6604381443298969,0.5833333333333334,0.5321100917431193
2446,245,NorfolkIsland,0.9658326969959299,0.020180084620166683,2,0.5207547169811321,0.4547244094488189,0.7905405405405406
2447,245,CoffsHarbour,0.8169543594990627,0.00017673461143565184,2,0.5930630190522717,0.56,0.6689655172413793
2448,245,NorahHead,0.3744254675390817,0.002732536375568486,2,0.6795634920634921,0.6147859922178989,0.4857142857142857
2449,245,SydneyAirport,0.6169479671306444,0.05790427759290286,2,0.7488306828811974,0.6221804511278195,0.3829787234042553
2450,246,Sydney,0.8455888467920031,0.00018100034051727544,2,0.6929530201342282,0.6235679214402619,0.50625
