;C;fit_intercept;penalty;loss;tid
0;5.672555842566391;0;0;-0.599652817815133;0
1;1.845188111119497;1;1;-0.5938195168397817;1
2;0.008906730828381143;0;0;-0.5959781832374996;2
3;0.022318307745159735;0;0;-0.5985414507924087;3
4;4.362793748002907;1;1;-0.5938165337602084;4
5;55.43651786321469;1;0;-0.5938164985660606;5
6;29.85955267789895;0;0;-0.5996528101683369;6
7;37.91621877460519;0;1;-0.599639156805377;7
8;1.1880711916573;0;0;-0.5995655374321658;8
9;0.236270431953588;1;1;-0.5938256913118076;9
