;C;fit_intercept;penalty;loss;tid
0;0.07088015947155549;0;0;-0.5122573405243682;0
1;73.47049272309842;1;1;-0.841478890505899;1
2;0.05576719221549842;1;0;-0.8430061139538696;2
3;0.1171703799312402;1;0;-0.8425361860722435;3
4;0.16896514122065015;0;0;-0.512570682001871;4
5;0.3976371240480632;1;1;-0.8414788828391145;5
6;0.03565526797506082;1;0;-0.8437109827759555;6
7;16.89303804630333;0;0;-0.5129622706807292;7
8;0.11616383589958312;0;1;-0.5125706896686554;8
9;5.571284635380742;1;0;-0.841478890505899;9
10;0.009194156310135659;1;1;-0.8427319190773975;10
11;0.06106086444044973;0;0;-0.5121398547205694;11
12;0.02853728129818019;0;0;-0.5111608600230708;12
13;0.05465562688628854;0;1;-0.5120224225842614;13
14;0.011066319281633034;1;1;-0.8425361400715372;14
15;1.7205994841330432;1;0;-0.8415180524404985;15
16;0.1524823579965682;1;0;-0.8422620755303996;16
