;bootstrap;criterion;max_depth;max_features;min_samples_leaf;min_samples_split;n_estimators;loss;tid
0;0;0;3;2;3;5;7;-0.8022489091313796;0
1;1;1;4;2;7;7;8;-0.7896525030999176;1
2;1;0;7;2;3;6;2;-0.7676581037405011;2
3;1;1;4;1;0;2;7;-0.7864357126990997;3
4;0;1;7;0;5;0;2;-0.7498477862476968;4
5;0;0;3;0;6;3;1;-0.7508500333550667;5
6;1;0;1;0;3;1;2;-0.7290146856809;6
7;1;1;5;1;7;0;2;-0.778647146561719;7
8;0;0;7;2;4;6;1;-0.7671685012778726;8
9;1;0;10;2;3;0;2;-0.7606401767168922;9
