;C;fit_intercept;penalty;loss;tid
0;0.49128354618194436;0;0;-0.8676403637396632;0
1;0.04604410795977923;0;0;-0.8675673942755789;1
2;0.13554253641352287;0;0;-0.8676268012017726;2
3;0.1821704377879792;1;1;-0.8617078880200874;3
4;0.0010328879531571722;1;0;-0.8595890174929723;4
5;47.072649134059944;1;0;-0.8616705288449674;5
6;0.038287747837456414;1;1;-0.8618276239162548;6
7;0.02244673103671795;0;1;-0.8675272604974639;7
8;0.04064869684011523;1;0;-0.8621326042878812;8
9;0.021114316611380194;1;0;-0.862350616663807;9
