;C;fit_intercept;penalty;loss;tid
0;0.3137084307244789;1;0;-0.5911012396654517;0
1;0.026733800522128842;0;1;-0.592749038044936;1
2;52.37419738026104;1;0;-0.5909961297645064;2
3;18.18214316818498;0;1;-0.5935207297897837;3
4;9.13699420643888;1;0;-0.5910043231695081;4
5;8.374193799550227;1;0;-0.5910042745103359;5
6;0.09120221074467912;1;0;-0.5909718147430424;6
7;8.959685132782916;0;0;-0.5936181229940825;7
8;6.9868365835038215;1;1;-0.5909880225386142;8
9;32.05744014639863;1;0;-0.5909961297645064;9
10;0.017172269160993885;1;0;-0.5907147338911871;10
11;0.006156063117059768;0;1;-0.5902671622767993;11
12;0.10677575627292882;0;0;-0.5928641323508961;12
13;0.5834042171939294;1;1;-0.5910381610837689;13
14;0.04574433144089325;0;0;-0.5926645941048299;14
15;0.008094303475342006;1;0;-0.5893698008401064;15
16;29.760130237974966;1;1;-0.5909992039285996;16
17;0.07508909481699823;0;0;-0.5929149176529463;17
