;C;fit_intercept;penalty;loss;tid
0;54.55808229004443;1;0;-0.7393762009253548;0
1;9.451117274517248;1;0;-0.7393849917477362;1
2;7.1160550040414705;0;0;-0.8447791087555142;2
3;48.342169018210505;1;1;-0.7393674097165637;3
4;0.08301872314592339;1;0;-0.7389630284093297;4
5;0.5955564557833163;0;0;-0.8446824085500891;5
6;0.006303505627827536;0;1;-0.8444010964377366;6
7;0.002703531359171624;0;0;-0.8426517154420455;7
8;5.751476081237975;0;1;-0.8447703179331327;8
9;0.0026967010608738577;0;1;-0.8437417754852945;9
10;45.725111959974846;0;1;-0.8447527362883699;10
11;1.2641491050165878;1;1;-0.7393849917477362;11
12;0.003510893376338733;1;1;-0.7364488277051944;12
