;criterion;max_depth;min_samples_leaf;min_samples_split;splitter;loss;tid
0;1;5;2;6;0;-0.5704602612227185;0
1;0;3;2;7;0;-0.5429063031363955;1
2;0;10;5;6;1;-0.5626234094351253;2
3;1;12;0;5;1;-0.5524410095169955;3
4;1;0;1;6;1;-0.4604428335630617;4
5;0;5;6;6;1;-0.5251610961966248;5
6;1;6;7;7;1;-0.5434198519342792;6
7;1;4;2;5;1;-0.5104366256349865;7
8;0;5;6;7;1;-0.5196858005663332;8
9;1;9;6;7;1;-0.5618358083854826;9
