;bootstrap;criterion;max_depth;max_features;min_samples_leaf;min_samples_split;n_estimators;loss;tid
0;0;1;11;0;1;1;4;-0.5031326787637279;0
1;1;0;10;0;7;4;0;-0.5012921521721764;1
2;0;1;11;0;0;2;4;-0.5018014873255021;2
3;1;0;8;0;6;5;2;-0.4972584039073613;3
4;0;1;5;0;6;0;9;-0.4682799599916524;4
5;0;1;11;2;7;3;6;-0.4385967622556232;5
6;1;1;12;0;3;6;4;-0.4878599689433898;6
7;0;0;10;2;6;0;2;-0.43663856585744776;7
8;0;0;7;0;7;4;2;-0.48257360611343253;8
9;0;1;11;1;2;6;2;-0.4685151232688593;9
