;bootstrap;criterion;max_depth;max_features;min_samples_leaf;min_samples_split;n_estimators;loss;tid
0;0;0;3;2;3;1;8;-0.8114402086515928;0
1;1;0;6;0;1;1;3;-0.7166887986484891;1
2;0;1;12;2;5;2;5;-0.759305627123956;2
3;0;0;7;2;1;4;3;-0.771942679385933;3
4;0;1;4;1;6;4;7;-0.7878229091947511;4
5;1;0;4;2;3;1;6;-0.7978077164969921;5
6;0;1;1;0;2;5;7;-0.7457265734501359;6
7;1;1;9;2;1;7;9;-0.7736883703986056;7
8;1;1;5;2;0;2;2;-0.7875920871069605;8
9;1;0;5;1;6;1;9;-0.7788630767348671;9
