;C;fit_intercept;penalty;loss;tid
0;23.665224577063896;1;1;-0.8404834807477197;0
1;1.6655394590061932;1;1;-0.8404834807477197;1
2;5.846503920499713;1;1;-0.8404834807477197;2
3;0.0010483287486213885;1;1;-0.8465221890363672;3
4;0.1601926670256304;0;1;-0.505411687827454;4
5;17.1383185956404;0;0;-0.5055293118227491;5
6;0.4115749437222977;0;1;-0.5054900961364746;6
7;33.95217792201057;0;1;-0.5055685198211808;7
8;0.0020559632502030398;1;0;-0.8500906550426481;8
9;0.030894946992869366;1;0;-0.8413069255932131;9
10;0.009760771394166664;1;0;-0.8424831809218493;10
11;0.004922710183114335;1;0;-0.8462476946081315;11
12;1.4727499120982246;0;0;-0.5056861745678471;12
13;18.076904982404482;1;0;-0.8404834807477197;13
14;0.293663920440319;1;1;-0.8404442573736022;14
15;0.3353641653917343;1;1;-0.8404442573736022;15
16;16.942823685436704;0;0;-0.5055293118227491;16
17;0.007605323458803561;1;1;-0.8406009817375292;17
18;9.414833534320017;1;1;-0.8404834807477197;18
