;C;fit_intercept;penalty;loss;tid
0;0.47428767728824917;1;1;-0.5923188557511605;0
1;0.2973198481330763;0;0;-0.5935735344740111;1
2;0.023173677927931347;0;0;-0.5923111169525739;2
3;55.17433854893419;0;0;-0.5934619282054323;3
4;0.008148419235020556;1;0;-0.5891947482206659;4
5;0.0038006581960453585;1;1;-0.5897705932094576;5
6;0.29484889440707635;0;1;-0.593423789201399;6
7;98.50745414372533;0;1;-0.5934619282054323;7
8;1.2572428399042717;1;0;-0.5921788530057157;8
9;0.00643746804634252;1;1;-0.5902921891374349;9
10;0.05663328500918281;0;0;-0.5929060734703324;10
11;4.9358073719626265;0;1;-0.5934433735426349;11
