;C;fit_intercept;penalty;loss;tid
0;25.487428077590362;1;0;-0.7405366076409635;0
1;13.85790788448835;1;1;-0.740545398463345;1
2;1.401961574235562;1;0;-0.7405102340145899;2
3;0.026439988609171777;0;1;-0.8446032938535246;3
4;67.26503451926996;0;0;-0.8447175776357614;4
5;11.330433845913713;1;0;-0.740527816818582;5
6;0.018976242017746957;1;0;-0.7385498609166317;6
7;0.0016131423648447732;1;1;-0.7339961550295339;7
8;5.3558226203697705;1;1;-0.7405366076409635;8
9;1.0826373756472478;1;1;-0.7405278160457625;9
10;4.792054028942375;0;1;-0.8447175772493518;10
11;0.010147884304667613;0;0;-0.8445857102767128;11
12;0.003173945267848824;1;0;-0.7312182470423956;12
13;4.355286315370597;0;1;-0.8447263680717331;13
14;53.98175512819704;1;1;-0.7405453984633448;14
15;0.030239371664037933;0;0;-0.8447175706803854;15
16;0.008607912033855502;0;1;-0.8445417565512155;16
17;0.033379684455884955;1;0;-0.7395608178556092;17
18;0.015439107291929028;1;0;-0.7379784516656918;18
19;0.001519913563812277;0;1;-0.8434692696517144;19
20;94.40441755656889;0;0;-0.8447175776357614;20
21;0.14959823357787652;0;1;-0.8447263703901917;21
22;0.4047032689227405;0;1;-0.8446824143462358;22
23;0.12685513399701862;0;1;-0.8447263700037819;23
24;0.1388459291118293;0;1;-0.8447351612125733;24
25;0.12049459087024168;0;1;-0.8447175787949908;25
26;0.13508003111615227;0;1;-0.8447263700037819;26
27;0.40148924190066015;0;1;-0.8446824143462358;27
28;0.06538830569821848;0;1;-0.8446912074870758;28
29;0.7458796709901805;0;1;-0.8446824139598259;29
30;1.813060682318973;0;1;-0.8446999956045887;30
31;0.0696942545465058;0;1;-0.8446912071006659;31
32;0.006391890953908887;0;1;-0.8444977993480303;32
33;0.19701158964308035;0;1;-0.8447439512621351;33
34;0.23245213072958285;0;1;-0.8447527416981068;34
35;2.008600812718166;0;1;-0.8446999956045887;35
36;13.702003739805313;0;1;-0.8447087864269702;36
37;0.262037196602578;0;1;-0.8447351600533437;37
38;0.7467234475926661;0;1;-0.8446736231374444;38
39;27.02487501047619;0;1;-0.8447087864269702;39
40;2.809075877078171;1;1;-0.740545398463345;40
41;0.004200646456298313;0;0;-0.8433022417080085;41
42;0.05760136035353498;0;1;-0.844699998695867;42
43;0.9744853332834974;1;0;-0.7405102336281801;43
44;7.626105074637216;0;1;-0.8447175772493518;44
