;C;fit_intercept;penalty;loss;tid
0;0.001252965945014085;0;0;-0.7320607797222995;0
1;15.180689779959087;0;1;-0.7183647926753177;1
2;0.002425727549149734;0;0;-0.7248735659127422;2
3;0.026797619675090097;1;0;-0.4558199922495736;3
4;0.001353782526767446;1;1;-0.44971823741775807;4
5;70.63404549991222;1;0;-0.4571920607645117;5
6;0.1026803790515003;1;0;-0.4567650964061024;6
7;0.010379119962730433;0;0;-0.721461444846415;7
8;0.022067353500777875;1;1;-0.45651756085893264;8
9;1.471791188461791;0;0;-0.7185045002528682;9
