;gamma;learning_rate;max_depth;min_child_weight;reg_alpha;reg_lambda;subsample;loss;tid
0;10647.27162479259;0.17198281498854473;2;10.86453285921818;1.3843075118979542;3.3756901744660888;0.7956052875723074;-0.0;0
1;19434.69873014263;0.010887212383861276;4;11.567494467347798;6.108456809397319;9.49085979080625;0.7227133183899107;-0.0;1
2;42.177385384033975;0.08309995645983849;0;0.26451549508645145;7.050368656146046;7.496586422244721;0.7977921815494368;-0.47763950902526187;2
3;0.005731308030990465;0.3513750333527472;11;2.924844129006249;0.16717311012049985;7.641701736056397;0.5131848627822384;-0.5540805003159482;3
4;0.0006121862742810018;0.8544550307567473;2;3.2977435867427194;8.699950288618588;5.903826950554733;0.9208272507805327;-0.5423327249484371;4
5;1.2313386735430016;0.0010336136888379158;8;1.0375775173394497;3.9997994364191616;4.024901098280504;0.8269837820364037;-0.48786038294974626;5
6;0.00880456409715593;0.024182077717143386;4;0.3308827700863411;6.277997618484152;3.6580456996169906;0.8979866852442313;-0.4792059250749697;6
7;441.65188971383765;0.010391705981742837;11;1.3759886645361925;8.653448863733322;2.647400067527134;0.5709721508948825;-0.37053555862261;7
8;3.8277462173881527;0.021372257198057847;11;3.4647465047138404;1.115328520709724;9.772236886808845;0.8740208371537828;-0.5083411240640581;8
9;0.00037290648483492763;0.004568440875011668;1;14.340496719453036;6.194138970554299;7.1954507975832716;0.5933137739027935;-0.3732376554421365;9
10;0.004707665368422374;0.004528047419946779;5;0.7669878384597009;0.24245990591965305;5.410069404165963;0.9182195095102144;-0.4737234305670707;10
11;6.290731921642215;0.31397755782397674;8;9.436721114098782;2.8689511681974347;5.590826038516932;0.5977858754863682;-0.5491463955609931;11
12;2716.247264409798;0.08762243349261528;1;0.7438426597031037;6.263135283866151;5.552595568192977;0.977163101953952;-0.24365609626659798;12
13;82.4035451574777;0.18567831499092957;9;0.19074886466028027;7.370384118618415;6.701900605828415;0.8686291218663844;-0.4906013196989284;13
